class,sex,age,service,stop,npay,avg_bill,A_bill,B_bill,termination
C,F,83.0,1,N,N,799.1001,549.0,0.0,N
F,M,38.0,1,N,N,14558.6667,0.0,11920.8,N
G,F,27.0,1,N,Y,11177.1334,1676.57001,7997.1334,N
D,M,75.0,2,N,N,8594.2666,1650.0,3298.8666,N
E,F,64.0,2,Y,N,7200.0,0.0,7002.0,N
C,M,72.0,1,N,N,1854.6,1710.0,0.0,N
F,F,62.0,1,N,N,11887.4,1783.11,6606.964,N
D,M,36.0,1,N,N,8078.8,1819.2999,4847.28,N
E,M,58.0,1,N,N,7961.1334,0.0,7648.709,N
H,M,30.0,1,N,N,15349.2,2302.38,11368.9,N
D,M,23.0,1,N,N,7172.7334,0.0,6974.7334,N
G,F,33.0,1,N,N,12363.7,1854.555,9409.2,N
C,M,22.0,1,N,N,300.0,90.0,180.0,Y
C,F,42.0,1,N,N,3200.0,0.0,3002.0,N
G,M,50.0,2,Y,N,14367.6,2155.14,9569.0,N
G,M,54.0,3,N,N,16171.7333,2494.9334,5458.984,N
D,M,18.0,1,N,N,3501.8,0.0,3303.8,N
G,M,25.0,1,N,N,9050.9334,0.0,8751.22,N
G,F,50.0,1,N,N,12803.1,1920.465,6134.677,N
E,M,26.0,1,N,N,8280.0,0.0,8005.364,N
F,M,63.0,0,N,N,14908.5334,4472.56002,8945.12004,Y
F,M,51.0,2,N,N,12764.7667,1914.715005,6898.792,N
G,M,45.0,1,N,N,10163.4666,1524.51999,4247.8,N
C,F,79.0,1,N,N,1845.6,1700.0001,0.0,N
E,F,49.0,1,N,N,8511.4666,1276.71999,6642.8666,N
C,F,52.0,1,N,N,2885.0,0.0,2470.2,N
C,M,63.0,1,N,N,1858.2,1713.9999,0.0,N
G,M,48.0,0,Y,Y,15208.1,4562.43,9124.86,Y
D,M,67.0,1,N,N,2322.4,0.0,2106.2,N
C,M,73.0,1,N,N,1843.8,1698.0,0.0,N
E,M,62.0,2,N,N,6313.3334,1318.5,4910.7414,N
G,M,73.0,1,N,Y,10672.4667,1600.870005,8021.8,N
C,M,84.0,1,N,N,2292.6999,2192.0001,0.0,N
F,M,42.0,1,N,N,14480.8333,2172.124995,10052.2834,N
G,M,57.0,4,Y,N,17837.8,0.0,16997.2288,N
F,M,33.0,1,N,N,14874.4,0.0,14718.5286,N
F,F,61.0,1,N,N,15125.4,2268.81,5127.4,N
D,F,51.0,0,N,N,5539.6666,1661.89998,3323.79996,Y
G,F,19.0,1,N,N,20877.2333,0.0,16785.8788,N
G,F,23.0,2,N,N,19412.8666,2911.92999,11148.3866,N
C,F,48.0,1,N,N,2182.8,2070.9999,0.0,N
D,M,77.0,2,N,N,5083.0666,2232.0,2742.0,N
G,M,52.0,5,N,N,15240.9,1149.9,9398.7334,N
E,F,23.0,1,N,N,25400.8,3810.12,8367.8334,N
G,F,39.0,1,N,N,14379.6666,2156.94999,5813.6,N
E,F,79.0,1,N,N,5933.3334,0.0,5622.0,N
E,F,42.0,1,N,N,12230.6,1834.59,7116.0214,N
G,F,30.0,1,N,N,11333.6,1700.04,5981.2,N
D,M,30.0,0,N,Y,6253.8,1876.14,3752.28,Y
C,F,77.0,1,N,N,1216.4001,1008.0,0.0,N
C,F,51.0,2,N,N,2503.23326,2275.6666,0.0,N
E,F,68.0,1,N,N,6880.0,0.0,6682.0,N
G,F,41.0,1,N,N,14496.3334,2174.45001,5137.6334,N
H,F,25.0,1,N,N,19340.2,0.0,17582.0,N
C,M,101.0,1,Y,Y,570.0,297.0,0.0,N
G,F,45.0,1,N,N,7860.5334,1179.08001,5095.8666,N
C,F,77.0,1,N,N,2125.4001,1995.3,0.0,N
E,M,15.0,1,N,N,8429.2,0.0,7731.2,N
G,M,49.0,1,N,N,18421.2,2763.18,10699.2,N
E,F,48.0,1,N,N,10026.6,1503.99,5723.4,N
C,F,58.0,1,N,N,1486.2,1305.0,0.0,N
C,F,65.0,1,Y,N,300.0,90.0,180.0,Y
D,M,22.0,0,N,Y,7293.3334,2188.00002,4376.00004,Y
D,M,76.0,0,N,Y,4199.3334,1259.80002,2519.60004,Y
C,M,12.0,1,N,N,6152.4,922.86,2256.2,N
E,F,45.0,1,N,Y,11344.9334,1084.7001,6806.96004,N
F,F,49.0,1,N,N,13576.2666,1663.7964,4502.785,N
D,M,57.0,2,N,N,4200.0,0.0,4002.0,N
C,F,91.0,1,N,N,1435.4001,1248.9999,0.0,N
D,M,86.0,1,N,N,4000.6,2350.5999,0.0,N
D,F,18.0,1,N,N,9778.0,1466.7,3882.0,N
F,M,40.0,1,N,N,15555.2,2333.28,5850.5334,N
D,M,61.0,1,N,N,7676.0666,1151.40999,4518.0666,N
C,F,55.0,1,N,N,4951.0666,4470.5334,0.0,N
D,M,73.0,1,N,N,6180.0,0.0,5982.0,N
F,F,35.0,1,N,N,15879.8666,2381.97999,8336.3334,N
E,M,35.0,2,N,Y,9558.6666,4755.9334,0.0,N
C,M,94.0,1,N,N,1799.9001,1353.0,0.0,N
D,F,43.0,0,N,N,4545.4,1363.62,2727.24,Y
D,F,16.0,1,N,N,3784.8666,0.0,3569.1334,N
G,M,60.0,4,N,N,17455.1333,6005.2666,6175.0414,N
C,F,73.0,1,N,N,300.0,90.0,180.0,N
G,M,50.0,2,N,N,15751.0333,602.1,13226.386,N
E,F,53.0,1,N,N,6798.6666,1019.79999,5383.2334,N
C,F,44.0,0,N,N,2969.0,890.7,1781.4,Y
F,F,48.0,1,N,N,17123.4,2568.51,6381.8,N
F,M,27.0,0,N,N,20853.7667,3128.065005,3577.5334,N
E,M,50.0,2,N,N,8615.0666,1292.25999,3001.6,N
C,M,73.0,1,N,Y,3199.4666,0.0,3001.4666,N
E,F,64.0,1,N,N,7634.6666,0.0,7436.6666,N
G,M,57.0,3,N,N,12450.3333,1691.0001,10685.8,N
G,M,39.0,2,N,Y,20659.9,3098.985,10825.7,N
E,F,55.0,2,N,N,12997.6,322.5,6892.8,N
G,F,36.0,1,N,N,10210.5334,0.0,9411.7666,N
G,M,39.0,2,N,N,18722.0333,2808.304995,12950.217,N
G,M,46.0,1,N,N,14300.9,0.0,11745.6,N
D,F,16.0,1,N,N,3929.0,0.0,3731.0,N
H,F,42.0,2,N,N,4836.2,725.43,2418.2,N
G,M,10.0,1,N,Y,17666.0666,2649.90999,9289.4666,N
D,F,78.0,1,N,N,5821.6,873.24,2574.6666,N
C,M,68.0,2,N,N,9906.34315,2139.9999,6865.7666,N
G,M,23.0,1,N,N,17495.6666,2624.34999,9457.6534,N
E,M,60.0,1,N,N,12448.2666,1867.23999,6184.0666,N
F,F,61.0,4,N,N,13678.7667,2403.9999,9919.7334,N
E,F,18.0,1,N,N,7310.4666,1096.56999,722.1,N
E,M,51.0,1,N,N,8180.0,0.0,7982.0,N
D,F,32.0,1,N,Y,25310.2333,3796.534995,6760.4554,N
C,M,32.0,0,N,N,7206.0,2161.8,4323.6,Y
E,F,35.0,1,N,N,11340.0,0.0,11009.52,N
C,M,40.0,1,N,N,300.0,90.0,180.0,Y
C,F,52.0,1,N,Y,1682.3001,1482.8001,0.0,N
D,M,39.0,1,N,N,6346.6,993.8001,3807.96,N
D,F,24.0,1,N,N,11114.6666,1667.19999,4081.6,N
D,F,40.0,1,N,N,6930.2666,1039.53999,3785.4666,N
C,F,68.0,1,N,N,5863.6,0.0,5665.6,N
G,M,24.0,1,N,N,11603.6666,0.0,11065.6666,N
D,M,54.0,2,N,N,7672.43422,2403.7334,4571.2068,N
E,F,48.0,2,N,N,9020.0,1698.0,6502.0,N
G,M,43.0,2,N,N,12150.8,0.0,10712.364,N
E,F,39.0,1,N,N,11506.0,0.0,10652.097,N
D,M,73.0,3,N,N,5671.0,2010.1334,3583.6666,N
C,M,25.0,1,N,N,1980.22011,1800.2001,0.0,N
F,F,34.0,1,N,N,11426.8667,0.0,9431.8,N
D,F,73.0,2,N,N,4367.2,276.0,4002.0,N
G,M,66.0,1,N,N,8835.6666,1325.34999,3247.8334,N
C,F,55.0,0,N,N,2545.4,763.62,1527.24,Y
E,F,23.0,1,N,N,12920.0,0.0,10950.9056,N
G,M,48.0,3,N,N,22675.9,325.2,8309.0134,N
D,M,18.0,1,N,N,14386.0,2157.9,6001.6,N
F,M,27.0,1,N,N,18372.6666,2755.89999,6882.8,N
G,M,55.0,1,N,N,15882.9333,2382.439995,9510.8666,N
F,F,54.0,1,N,N,16609.6666,2491.44999,7787.8,N
E,M,73.0,0,N,N,8616.9334,2585.08002,5170.16004,Y
D,M,62.0,1,N,N,9144.8666,336.3999,7668.6666,N
C,M,65.0,0,N,N,2970.8,891.24,1782.48,Y
D,M,13.0,1,N,N,10944.2,1641.63,6001.4578,N
C,F,73.0,1,N,N,2340.9,2244.9999,0.0,N
D,F,38.0,1,N,N,6287.8666,0.0,6089.8666,N
C,M,67.0,0,N,N,2970.8,891.24,1782.48,Y
G,M,37.0,2,N,N,24723.4333,3708.514995,17515.589,N
D,F,57.0,2,N,Y,12038.2666,2670.5332,7222.95996,N
E,F,38.0,0,N,N,9000.0,2700.0,5400.0,Y
D,M,41.0,1,N,N,9122.4,1368.36,6042.1834,N
C,F,33.0,0,N,N,13269.6666,3980.89998,7961.79996,Y
G,M,46.0,1,N,N,17185.5334,2577.83001,7804.4666,N
D,F,58.0,2,N,N,7420.0666,1113.00999,3199.7908,N
E,M,57.0,1,N,N,6276.4,0.0,6001.6666,N
G,M,53.0,3,N,Y,10511.3,168.0,10015.5334,N
C,F,80.0,2,N,N,3043.6,324.0,2649.4,N
D,F,14.0,1,N,Y,8954.7334,1343.21001,162.3999,N
D,F,40.0,1,N,N,4826.6666,0.0,4628.6666,N
G,M,26.0,1,N,N,18948.7334,2842.31001,7829.9666,N
G,M,41.0,4,N,N,20077.60337,2342.3001,15910.0666,N
C,M,73.0,1,N,Y,516.0999,237.0,0.0,N
C,F,75.0,1,N,N,2592.6666,2148.0,0.0,N
G,M,20.0,1,N,N,19841.6,2976.24,12569.164,N
C,M,58.0,2,N,N,2820.0,2772.0,0.0,N
G,F,24.0,2,N,Y,14035.7334,2105.36001,5037.1334,N
G,M,49.0,1,N,N,15611.97,0.0,14192.7,N
E,F,62.0,2,Y,N,7060.0,0.0,6862.0,N
G,M,54.0,1,N,N,19354.3334,2903.15001,11012.5018,N
G,F,27.0,1,N,N,16749.2,2512.38,10910.6,N
D,M,28.0,1,N,N,10997.9334,1649.69001,4276.6666,N
D,M,27.0,2,N,N,13992.0,2167.8,4502.0,N
E,M,36.0,0,N,N,9506.4,2851.92,5703.84,Y
E,M,23.0,1,N,N,7556.6666,1133.49999,5982.0,N
G,F,22.0,2,N,Y,18830.7333,2824.609995,10189.95,N
D,F,34.0,1,N,N,12643.8,1896.57,5292.2334,N
C,M,69.0,1,N,N,1726.4001,1569.0,0.0,N
C,M,50.0,1,N,Y,1650.0,1485.0,0.0,N
E,M,57.0,0,N,N,8554.4,2566.32,5132.64,Y
C,M,25.0,1,N,N,300.0,90.0,180.0,Y
D,F,65.0,1,N,N,5675.0,851.25,2927.0001,N
G,M,35.0,1,N,N,8607.2,0.0,8409.2,N
D,M,52.0,2,N,N,12261.5,2416.7001,7356.9,N
E,M,29.0,3,N,N,10107.2666,2368.4,2002.0,N
E,F,43.0,3,N,N,11304.8,3621.5966,6851.2,N
D,F,79.0,1,N,N,4221.0,633.15,2204.8,N
E,M,50.0,2,N,N,18142.3334,329.1,7503.0146,N
C,F,63.0,1,N,N,4113.4,3709.6,0.0,N
D,F,8.0,1,N,N,3340.0,0.0,3142.0,N
F,F,34.0,1,N,N,12404.99326,0.0,11277.2666,N
G,F,45.0,4,N,N,14001.1,2100.165,11185.6,N
D,F,15.0,1,N,N,5180.0,0.0,4982.0,N
G,M,35.0,2,N,N,15839.3334,324.9999,6842.608,N
C,M,16.0,1,N,Y,2933.2,0.0,2715.9334,N
C,M,82.0,1,N,N,2141.8,2130.3334,0.0,N
D,M,70.0,2,N,N,3753.3334,0.0,3413.4666,N
G,F,57.0,1,N,N,36294.2333,5444.134995,11450.9946,N
D,F,25.0,1,N,N,5229.0,784.35,3931.0,N
E,M,59.0,1,N,N,11172.0666,1305.0,6703.23996,N
D,M,13.0,1,N,N,300.0,90.0,180.0,Y
G,M,49.0,1,N,N,19160.6,2874.09,11201.6666,N
D,F,65.0,1,N,N,5172.7334,1305.5001,3103.64004,N
C,M,33.0,0,N,N,9749.1334,2924.74002,5849.48004,Y
G,M,34.0,1,N,N,17269.7333,2590.459995,10727.0874,N
C,F,35.0,0,N,N,3832.6666,1149.79998,2299.59996,Y
C,M,88.0,1,N,N,1040.6001,814.7001,0.0,N
G,M,61.0,1,N,N,18331.8,2749.77,12909.6986,N
C,M,69.0,1,N,N,1850.0001,1704.9999,0.0,N
H,M,28.0,1,N,N,18022.3334,2703.35001,9139.72,N
C,F,59.0,2,N,N,4671.99337,2000.0001,2247.2666,N
C,M,24.0,1,N,N,300.0,90.0,180.0,Y
E,F,47.0,1,N,N,7247.8666,0.0,6981.2,N
D,F,82.0,1,N,N,2868.9,0.0,2571.9,N
G,M,38.0,2,N,N,18576.9334,2786.54001,14368.964,N
C,F,44.0,1,N,N,1055.4999,831.0,0.0,N
D,M,71.0,3,N,N,5925.51674,2469.3334,2917.5,N
E,M,24.0,2,N,N,12725.92761,2556.9999,9012.0252,N
C,M,72.0,1,N,N,2761.8,0.0,2563.8,N
D,F,44.0,1,N,N,11140.1334,1671.02001,5011.6666,N
C,M,77.0,1,N,N,1800.0,1650.0,0.0,N
C,F,55.0,1,N,N,1916.20011,1742.0001,0.0,N
D,F,13.0,1,N,N,11534.6666,1730.19999,2498.7501,N
C,M,66.0,1,N,N,1098.2001,878.0001,0.0,N
C,F,71.0,1,N,N,2256.4,0.0,2058.4,N
G,F,52.0,2,N,N,15415.23819,551.6001,13462.2528,N
G,M,40.0,1,N,N,14692.84674,0.0,13357.1334,N
C,M,69.0,1,N,N,3321.63326,3019.6666,0.0,N
G,M,32.0,1,N,N,10334.4,0.0,9436.4,N
G,F,24.0,1,N,N,18736.5334,2810.48001,8784.8166,N
D,M,46.0,1,N,N,6536.4,1960.92,3921.84,Y
D,F,75.0,2,N,Y,4597.52469,1929.0,2250.5679,N
G,M,32.0,1,N,N,13067.2,1960.08,9650.6,N
C,M,51.0,1,N,N,2159.4,2015.2666,0.0,N
F,M,47.0,1,N,Y,12239.6666,1835.94999,9579.92,N
C,M,71.0,1,N,N,1843.8,1698.0,0.0,N
G,M,45.0,8,N,N,10820.6333,2361.9999,6001.6,N
F,M,21.0,1,N,N,3657.28,0.0,3324.8,N
C,M,60.0,1,N,N,2944.5999,2909.0001,0.0,N
E,F,22.0,1,N,N,8768.4,1315.26,5930.72,N
G,F,53.0,5,N,Y,17770.2333,7700.6666,7974.7416,N
E,M,65.0,3,N,N,11204.8,1860.3999,5325.0666,N
D,F,66.0,1,N,N,3060.09,0.0,2781.9,N
D,M,46.0,0,N,N,6929.0,2078.7,4157.4,Y
E,M,64.0,1,N,N,10262.5334,1539.38001,6682.2,N
D,M,53.0,1,N,N,6023.0666,0.0,5700.6674,N
D,M,71.0,0,N,N,4996.4,1498.92,2997.84,Y
D,F,66.0,0,N,Y,7446.6666,2233.99998,4467.99996,Y
E,M,53.0,1,N,N,7623.6,339.9999,4574.16,N
D,M,58.0,0,N,N,7086.2,2125.86,4251.72,Y
G,M,28.0,1,N,Y,23007.6333,3451.144995,14581.382,N
D,F,60.0,1,N,N,5219.4,0.0,5021.4,N
H,M,18.0,1,N,N,10267.6666,1540.14999,209.3001,N
E,F,54.0,1,N,N,8184.0,0.0,6755.5334,N
C,M,52.0,1,N,N,1860.0,1716.0,0.0,N
C,M,65.0,2,N,N,5901.94,978.0,4387.4,N
D,M,72.0,1,N,N,5767.3334,896.9001,3460.40004,N
E,F,42.0,1,N,N,11098.1334,2677.4001,6658.88004,N
C,F,38.0,0,N,N,7367.4,2210.22,4420.44,Y
G,M,60.0,4,N,N,12051.3,2839.5,3754.3334,N
G,F,40.0,2,N,N,16349.8666,2452.47999,9641.76,N
G,M,44.0,0,N,N,19916.2666,2987.43999,12717.4348,N
G,F,21.0,2,N,N,20766.9333,0.0,17836.1334,N
G,M,55.0,1,N,N,17279.0,2591.85,6132.0,N
G,F,56.0,1,N,N,11626.6,0.0,11351.4338,N
G,M,31.0,1,N,N,14066.6,2109.99,10210.4,N
G,M,54.0,3,N,N,21779.6667,3266.950005,11229.6965,N
D,F,67.0,1,N,N,5237.0666,785.55999,3183.7334,N
G,F,18.0,1,N,Y,10437.8,1565.67,4526.8534,N
H,F,34.0,3,N,Y,30412.6,4561.89,12080.55,N
D,F,54.0,1,N,N,6007.3334,0.0,5660.4746,N
D,M,28.0,0,N,N,5488.7334,1646.62002,3293.24004,Y
D,M,69.0,1,N,N,4488.0,673.2,2247.4,N
C,M,65.0,1,N,N,1188.9,978.0,0.0,N
G,M,23.0,1,N,N,15521.6,0.0,12793.12,N
C,M,9.0,1,N,N,3678.2,0.0,3060.2,N
G,F,30.0,1,N,N,17559.4666,2633.91999,6275.2334,N
H,F,57.0,2,N,N,17434.4,2615.16,10260.6956,N
F,M,47.0,5,N,N,15893.7334,3841.8666,10180.8,N
F,M,51.0,1,N,N,15413.5334,2312.03001,9709.5334,N
D,F,59.0,1,N,N,4209.2,0.0,4011.2,N
E,F,64.0,1,N,N,6287.9334,0.0,6071.0666,N
C,F,79.0,1,N,N,2885.66674,2623.3334,0.0,N
F,M,48.0,3,N,Y,13326.2666,7718.3332,0.0,N
E,F,44.0,1,N,N,13552.1334,2032.82001,7658.8,N
G,F,40.0,1,N,Y,6950.8,0.0,6752.8,N
G,M,27.0,1,N,N,17015.4333,2552.314995,10693.6666,N
E,F,65.0,1,N,N,13445.4,2016.81,7197.6666,N
D,F,59.0,1,N,N,4000.0,0.0,3802.0,N
D,F,56.0,2,N,N,5731.51106,5210.4646,0.0,N
E,M,64.0,3,N,N,105562.5333,15834.38,43474.3255,N
E,M,66.0,1,N,N,7196.3334,1079.45001,5365.5334,N
G,M,21.0,1,N,N,9202.4,0.0,9004.0666,N
G,F,23.0,1,N,Y,10454.9,0.0,9469.9334,N
F,M,60.0,3,N,N,19440.0,8275.6666,0.0,N
F,F,53.0,1,N,N,13749.0,2062.35,9606.4834,N
G,M,39.0,2,N,N,13582.6625,0.0,12347.875,N
E,M,34.0,1,N,N,4237.5334,0.0,4039.5334,N
G,M,19.0,1,N,N,53123.4667,7968.520005,6561.2666,N
D,M,29.0,3,N,N,3037.76,0.0,2761.6,N
C,M,52.0,1,N,N,2076.9334,2064.6666,0.0,N
C,F,14.0,1,N,N,10675.4667,1601.320005,3621.5,N
G,F,59.0,1,N,N,12937.9667,1940.695005,8412.8334,N
E,F,60.0,1,N,N,8158.2,1223.73,3802.0,N
D,F,13.0,1,N,N,7193.8,1079.07,3124.6,N
E,F,58.0,2,Y,N,6599.3334,0.0,6201.3334,N
C,M,29.0,0,N,Y,300.0,90.0,180.0,Y
C,M,88.0,1,N,N,2608.2,2499.0999,0.0,N
D,F,50.0,1,N,N,12609.8666,1891.47999,3503.6666,N
G,M,29.0,0,N,Y,12195.4666,0.0,11859.4666,N
D,F,57.0,1,N,N,4679.3334,0.0,4395.8306,N
E,F,65.0,2,N,N,4650.36,2202.0,2025.6,N
D,M,39.0,0,N,N,4169.0,1250.7,2501.4,Y
D,M,46.0,1,N,N,2700.0,0.0,2403.0,N
G,M,20.0,1,N,N,13010.7333,1951.609995,9232.6034,N
C,M,57.0,2,Y,Y,766.2,513.0,0.0,N
G,M,29.0,1,N,N,18368.0,2755.2,10534.0666,N
E,F,25.0,1,N,N,28986.6667,4348.000005,6681.8,N
G,F,23.0,1,N,N,9533.3334,0.0,9311.0666,N
E,F,50.0,1,N,N,6235.7334,0.0,5981.5334,N
F,F,34.0,1,N,N,14843.0,2226.45,5460.0666,N
D,M,18.0,1,N,N,5000.0,0.0,4802.0,N
D,F,15.0,1,N,N,4454.4,0.0,4256.4,N
D,M,27.0,0,N,N,12430.5334,3729.16002,7458.32004,Y
G,M,44.0,4,N,Y,15192.0333,287.0001,5932.9334,N
E,M,57.0,1,N,N,10441.8666,1566.27999,8106.378,N
C,M,49.0,1,N,N,2469.2001,2093.1,0.0,N
G,F,19.0,1,N,N,19628.5334,2944.28001,10921.1666,N
C,M,61.0,1,N,N,1398.0999,1206.9999,0.0,N
D,F,24.0,1,N,N,14318.0,2147.7,2000.6,N
D,F,23.0,1,N,N,17372.0,2605.8,6682.2,N
C,F,73.0,1,N,N,300.0,90.0,180.0,Y
G,M,31.0,1,N,N,11494.5333,0.0,10734.5866,N
D,F,38.0,1,N,N,10866.0,1629.9,6683.0,N
D,M,52.0,1,N,N,10562.4,0.0,10364.4,N
D,F,58.0,1,N,N,6534.4,324.0,3920.64,N
C,M,45.0,1,N,N,11012.6,1651.89,3542.6666,N
G,M,40.0,1,N,N,13632.3334,2044.85001,10845.0,N
D,F,57.0,1,N,N,6234.0,935.1,3902.0,N
D,F,20.0,1,N,N,16970.0,2545.5,6983.0,N
F,M,53.0,1,N,N,12635.2,335.0001,9322.6666,N
D,F,56.0,1,N,N,11817.6666,1772.64999,4511.6666,N
F,M,39.0,1,N,N,51111.5667,7666.735005,4570.92,N
D,M,55.0,1,N,N,6342.4,0.0,6118.4,N
E,F,61.0,1,N,N,5405.4,0.0,5207.4,N
F,F,57.0,1,N,N,16106.2,2415.93,7419.4,N
D,F,26.0,1,N,N,13668.6666,2050.29999,2289.128,N
D,M,46.0,1,Y,N,4600.0,0.0,4402.0,N
G,F,38.0,1,N,N,19511.4666,2926.71999,7645.45,N
D,M,59.0,1,N,N,11268.4,1690.26,5218.9334,N
D,M,33.0,1,N,N,14007.8666,2101.17999,4397.2666,N
C,F,68.0,1,N,N,1486.2,975.0,0.0,N
C,M,47.0,0,N,N,6200.0,1860.0,3720.0,Y
D,M,22.0,1,N,N,16637.8666,2495.67999,6497.8666,N
C,F,42.0,1,N,Y,300.0,90.0,180.0,Y
D,M,11.0,1,N,N,2856.0,428.4,1563.0,N
D,F,17.0,1,N,N,4880.0,0.0,4682.0,N
C,F,16.0,1,N,N,7750.4,1162.56,537.6,N
C,M,72.0,1,N,N,1195.5,984.9999,0.0,N
F,M,53.0,1,N,N,5300.0,0.0,5102.0,N
C,F,46.0,0,N,N,891.6,267.48,534.96,Y
F,F,42.0,1,N,Y,24069.0,3610.35,15378.53,N
E,F,54.0,1,N,N,7962.8666,1194.42999,5359.0666,N
G,F,55.0,1,N,N,12344.1334,1851.62001,6168.4666,N
C,M,83.0,1,N,N,1264.5999,1061.0001,0.0,N
C,M,45.0,1,Y,N,4132.2,0.0,3934.2,N
F,M,47.0,1,N,N,13863.4,2079.51,4980.8,N
G,F,24.0,1,N,N,12927.0667,0.0,10438.1836,N
G,M,37.0,2,N,Y,28181.3,4227.195,9970.608,N
E,M,61.0,1,N,N,8488.4666,383.7999,5093.07996,N
G,M,71.0,1,N,Y,13471.4666,2020.71999,1593.6999,N
D,M,58.0,1,N,N,7947.2666,1192.08999,4283.4666,N
C,M,86.0,1,N,N,2290.1001,2189.0001,0.0,N
C,M,50.0,1,N,Y,1869.9999,1725.9999,0.0,N
G,F,34.0,1,N,N,11814.6,1772.19,8710.6,N
C,F,56.0,1,N,N,2288.1,2187.0,0.0,N
C,F,8.0,1,N,N,4260.0,0.0,3602.0,N
C,M,38.0,1,N,N,820.8999,123.134985,571.9401,N
D,F,65.0,1,N,N,5005.4,0.0,4064.29,N
G,F,41.0,1,N,N,10755.0,1613.25,6475.808,N
C,M,54.0,1,N,N,8215.8666,1232.37999,2397.0,N
E,F,32.0,1,N,N,10057.5667,0.0,8262.1814,N
C,F,45.0,0,N,N,4358.2,1307.46,2614.92,Y
E,F,56.0,1,N,N,6815.4,1022.31,3900.8,N
G,M,50.0,1,N,N,7456.2666,0.0,6392.4534,N
C,M,8.0,1,N,Y,6192.0,928.8,3081.0,N
H,M,52.0,4,Y,Y,64569.8,9685.47,10662.3527,N
C,F,101.0,1,N,N,1041.9,816.0,0.0,N
C,F,88.0,2,N,N,5818.77989,1425.9999,3863.8,N
D,F,88.0,1,N,N,2886.84,0.0,2624.4,N
F,F,30.0,1,N,N,12394.0,1859.1,8981.6,N
G,M,55.0,2,N,N,18263.3334,771.2001,4540.9334,N
C,F,42.0,1,N,N,2243.6001,2138.0001,0.0,N
F,F,54.0,2,N,N,16020.9334,2403.14001,2865.625,N
C,M,23.0,0,N,N,6180.8,1854.24,3708.48,Y
D,M,62.0,1,N,N,6666.6666,0.0,6464.2334,N
G,F,43.0,2,N,N,19264.5334,2889.68001,13687.0404,N
E,F,59.0,1,N,Y,5603.8,0.0,5251.0,N
G,F,28.0,3,N,N,16591.3667,940.2,15424.5334,N
D,M,51.0,1,N,N,6700.0,0.0,6002.0,N
D,M,40.0,1,N,N,4100.0,0.0,3902.0,N
C,M,72.0,1,N,N,2579.13326,2344.6666,0.0,N
F,M,25.0,1,N,N,13179.32,0.0,11981.2,N
G,M,59.0,1,N,Y,12967.4666,0.0,10565.6,N
C,F,63.0,1,N,N,1741.8,1586.0001,0.0,N
D,M,31.0,1,N,Y,6096.8666,2996.0001,0.0,N
G,M,19.0,1,N,Y,13162.5,1974.375,9432.1334,N
D,F,60.0,1,N,N,6072.8,0.0,5865.4666,N
D,M,39.0,1,N,N,10786.9,1618.035,6711.8582,N
G,M,20.0,1,Y,N,16856.8,2528.52,8653.4,N
D,F,30.0,1,N,Y,16019.6,2402.94,8311.0,N
D,F,54.0,1,N,N,6757.5334,1628.7999,4054.52004,N
D,M,85.0,1,N,Y,2112.9999,316.949985,1150.4001,N
E,M,26.0,1,N,Y,13622.0666,2043.30999,7275.32,N
D,M,52.0,2,N,N,6239.7334,0.0,5510.5334,N
G,F,22.0,1,N,N,14163.7334,2124.56001,3630.6,N
G,M,42.0,3,N,N,20324.2333,2389.5999,10658.9366,N
G,F,28.0,1,N,N,18334.5333,2750.179995,9605.7334,N
G,F,56.0,1,N,N,13245.4666,0.0,12564.0,N
D,M,47.0,1,N,N,7496.4,333.3,4497.84,N
F,M,24.0,1,N,N,16344.2,2451.63,9347.6,N
F,M,27.0,2,N,N,17270.4,276.6,9257.3234,N
C,F,69.0,1,N,N,2682.53326,2438.6666,0.0,N
E,M,48.0,1,N,N,11302.0,1695.3,6681.8,N
G,F,29.0,1,N,N,15503.4,2325.51,9783.82,N
C,F,82.0,1,N,N,1818.9999,1671.0,0.0,N
D,M,64.0,1,N,N,6200.0,0.0,6002.0,N
C,M,58.0,2,N,N,2937.6,2271.4,0.0,N
G,F,29.0,1,N,N,13175.36,0.0,11977.6,N
G,M,43.0,1,N,N,19633.2,2944.98,6539.6666,N
E,M,57.0,1,N,N,13000.0,1950.0,3002.0,N
G,M,24.0,2,N,N,12246.4667,1836.970005,7926.8,N
F,F,53.0,0,N,Y,5786.2,1735.86,3471.72,Y
F,F,43.0,0,N,N,14042.0,2106.3,3529.4346,N
G,M,21.0,1,N,N,16139.7225,0.0,14672.475,N
C,M,87.0,1,N,Y,1656.3999,1491.0,0.0,N
C,M,40.0,0,N,N,11733.3334,3520.00002,7040.00004,Y
F,F,35.0,1,N,Y,14996.4,2249.46,7210.0528,N
C,F,72.0,1,N,N,2840.0,0.0,2463.0,N
C,M,77.0,1,N,N,2863.7001,1716.2001,0.0,N
C,M,50.0,1,N,N,1408.8999,911.1,0.0,N
D,F,16.0,1,N,N,14342.6666,2151.39999,4530.9534,N
D,M,12.0,1,N,N,4812.0,721.8,2402.0,N
C,F,66.0,2,N,N,2408.1,2319.0,0.0,N
C,F,79.0,0,N,N,2412.0666,0.0,2214.0666,N
E,M,64.0,1,N,N,7078.0,324.0,4246.8,N
